# Lewis et al. (2014ApJ...795..150L)
# Table 1
# Radial Velocities for HAT-P-2b from Keck
# 
# BJD -2,400,000 RV Uncertainty
# (days) (m s^-1) (m s^-1)
# 
53981.777500,-19.17,7.46
53982.871700,-310.87,7.64
53983.814865,538.73,7.81
53984.894980,855.62,7.94
54023.691519,698.64,7.94
54186.998252,696.78,7.72
54187.104158,684.36,6.84
54187.159878,717.17,6.59
54188.016885,757.70,7.00
54188.159622,774.61,6.80
54189.010378,651.86,6.59
54189.088911,635.16,6.48
54189.157721,619.70,7.22
54216.959395,722.59,8.04
54257.756431,27.91,5.79
54257.758677,35.49,6.17
54257.760702,24.33,6.18
54257.794116,-11.70,5.48
54257.796779,-19.01,5.02
54257.799452,-20.94,5.10
54257.802148,-23.48,4.74
54257.804926,-21.89,5.15
54257.807634,-35.65,4.91
54257.810342,-24.40,5.08
54257.813143,-40.82,5.22
54257.815817,-37.08,5.45
54257.818490,-23.98,5.21
54258.024146,-313.00,4.87
54258.027167,-310.40,4.89
54258.030292,-311.56,4.37
54258.033278,-326.04,4.58
54258.042630,-314.19,5.10
54258.045488,-336.27,4.92
54258.048393,-342.10,5.07
54258.051483,-351.92,4.88
54258.054828,-356.80,4.94
54258.058161,-356.72,4.65
54258.061472,-360.49,4.85
54258.064666,-374.47,4.73
54258.099110,-432.29,5.27
54258.102836,-433.53,4.97
54258.106679,-446.91,4.74
54279.876893,371.51,8.26
54285.823854,137.15,5.91
54294.878702,728.72,6.61
54304.864982,588.92,6.07
54305.870122,737.55,6.23
54306.865216,731.39,7.95
54307.912379,456.62,6.39
54335.812619,549.60,6.64
54546.098175,-684.07,7.79
54547.115700,536.15,7.19
54549.050468,754.51,7.26
54602.916550,271.30,6.47
54603.932112,662.48,5.74
54839.166895,-369.59,8.09
55015.871081,679.68,8.89
55350.945695,-513.11,8.45
55465.742817,606.08,6.99
55703.872995,623.50,7.70
55704.836273,377.02,8.02
55705.853346,-535.77,8.12
55706.831645,-257.19,7.57
55707.844353,504.50,7.68
55808.759715,323.97,8.49
55850.695496,557.65,7.37
55932.161110,-241.35,9.48
55945.128011,595.28,8.57
55992.018498,401.30,10.08
56147.753065,553.56,7.95
56149.738596,381.71,8.37
